번호,제목,링크,글쓴이,작성일,조회,본문,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178
3357964466,오늘의 운세가 전력질주인데,https://www.fmkorea.com/index.php?mid=stock&document_srl=3357964466&search_keyword=%EC%9A%B4%EC%84%B8&search_target=title_content&page=66,주식데용금액,2021.01.29,207,전력질주 할돈이 없는데요으아아아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3460189677,솔까 킹등분의 신부 남자주인공,https://www.fmkorea.com/index.php?mid=subculture&document_srl=3460189677&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=130,리스닝,2021.03.17,224,후타로 너무 인싸틱하게 생겼음 개좆같음 예전에 럽코애니는 존나 찐따 중2병 같은 이미지였는데..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853607256,닌텐도 스위치 동숲에디션 왜케 비싸요?,https://www.fmkorea.com/index.php?mid=other_game&document_srl=2853607256&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=36,춘대례,2020.04.02,636,제가 작년에 닌텐도 스위치 37에 샀는데조카가 동물의숲 노래를 불러대서 사주려고 보는데미친 70만원이 넘네요동숲에디션이 이렇게 비싼가요?어케 두배가 더 비싸...  ㅠㅜ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913448418,아니 개시발련아 이진영 쓸 거면 대타로 썼음 됐잖아,https://www.fmkorea.com/index.php?mid=baseball&document_srl=8913448418&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=123,펄라잎,2025.09.14,34,패작인가 미친놈이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5302736348,진짜 동기형 사주믿는거 ㅈ같네,https://www.fmkorea.com/index.php?mid=ib&document_srl=5302736348&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=264,115만킬로,2022.12.11,374,형제들중에 제일 똑똑한형인데 사주믿는 ㅄ같은 설정을해놨어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6333564277,제리 아펠 유틸폿이 나오기시작하면,https://www.fmkorea.com/index.php?mid=lol&document_srl=6333564277&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=479,좋은시도,2023.10.29,103,이번 월즈 상체메타로 볼 수 없지?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4102981076,11.22 매매일지,https://www.fmkorea.com/index.php?mid=stock&document_srl=4102981076&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=273,가즈으으으아,2021.11.22,200,단타로 번거 제이콘에서 50% 까먹음 제이콘 주포 미친 놈인듯....ㅠㅠ... 설거지의 신,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8604937671,난 주식을 왜이렇게 못할까,https://www.fmkorea.com/index.php?mid=stock&document_srl=8604937671&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=201,모레레,2025.07.03,269,"나가서 모기 밥이나 되야겠다.. 🔍 알리바바(BABA) 종합 분석 보고서 (2025년 7월 기준)1. 📊 재무 분석 (FY2024 기준)항목수치 (USD 기준)비고매출 (Revenue)$129.1BYoY +7.3%영업이익 (Operating Income)$14.4B영업이익률 11.2%순이익 (Net Income)$11.9B순이익률 9.2%잉여현금흐름 (FCF)$20.5B견고한 현금 창출력총 현금성 자산$77.4B부채상환 및 투자 여력 충분부채비율 (D/E)28.3%안정적인 재무구조주당순이익 (EPS)$4.46전년 대비 +11.5% 성장주가수익비율 (PER)18.4x낮은 밸류에이션주가순자산비율 (PBR)1.2x저평가 구간 진입📌 분석 요약: FCF 및 순이익 회복세가 뚜렷하며, 현재 밸류에이션은 역사적 평균 및 경쟁사 대비 저평가 상태.2. 🏢 사업 구조 및 부문별 성장성사업 부문FY2024 매출 비중성장률 (YoY)특징중국 전자상거래 (Taobao/Tmall)47%+4%시장 성숙기 진입클라우드 컴퓨팅 (Alibaba Cloud)11%+13%AI, SaaS 수요로 재성장 중해외 전자상거래 (Lazada 등)8%+17%동남아·유럽 시장 확장 지속물류 (Cainiao)6%+18%IPO 가능성, 안정적 성장디지털 미디어 (Youku 등)3%-5%구조조정 중, 비핵심 자산화 예상📌 분석 요약: 클라우드 및 해외 커머스가 성장 동력이며, 본사 분할 전략(6개 사업 독립 IPO)은 자산가치 재평가의 기회 요인.3. 🏁 경쟁사 비교항목BABATencentAmazonJD.com매출 성장률+7.3%+10.1%+11.2%+5.8%PER18.4x22.7x45.3x17.9xFCF 마진15.9%12.3%10.7%9.4%클라우드 점유율 (中)33% (1위)N/AN/AN/A배당 정책無有 (Tencent)無無📌 분석 요약: 수익성 및 현금흐름 측면에서 Amazon과 Tencent 대비 저평가. JD.com과는 밸류 비슷하나 사업 다각화 우위.4. 👨‍💼 경영진 평가  장용 (CEO): 2023년 취임. Cainiao 및 해외 전자상거래 강화 전략 추진 중.   조직 개편: 2023년 말부터 6개 독립 기업 구조로 재편 → 유연성, IPO 유동성 제고.   리더십 특징: 비용 효율성 강화, AI 클라우드에 중점 투자.  📌 분석 요약: 창업자 마윈의 그림자에서 벗어나 실질적 경영 자율성 확보. 민첩하고 투자자 친화적인 구조로 변화 중.5. ⚠️ 리스크 요인 분석리스크 항목설명중국 정부 규제플랫폼 반독점 법, 기술 기업 규제 지속미중 갈등 및 ADR 상장 리스크미국 ADR 규제 리스크 상존환율 변동성위안화 약세 시 미국 투자자 수익 저하클라우드 경쟁 심화Tencent Cloud, Huawei와의 경쟁 강화📌 분석 요약: 정치적 불확실성이 가장 큰 리스크이나, 실적 기반 가치에 비해 과도한 할인 가능성 존재.6. 📈 장기 투자 관점 평가  내재가치 (Intrinsic Value): DCF 기준 $130~$145 (현재 주가: $82~85 수준)   모멘텀: 기업 분할, 클라우드 AI 수요 확대, Cainiao IPO 등 재평가 트리거 보유   포트폴리오 적합성: 가치주 + 기술 성장주 특성 모두 포함. 리스크 감내 가능 시 우수한 리턴 기대  ✅ 결론 알리바바는 구조적 변화와 기술 중심 성장 전략을 통해 실적 회복세에 진입한 상태입니다. 규제 및 지정학적 리스크를 감안하더라도 현재 밸류에이션은 저평가 구간으로 판단됩니다. 장기적 시야에서 3~5년 투자 관점이라면 내재가치 대비 높은 수익률을 기대할 수 있는 가치주입니다.🔍 에어로바이런먼트 (AVAV) 종합 분석 보고서1. 📊 재무 분석 (FY2024 기준, 단위: USD)항목수치전년 대비 (YoY)비고총 매출 (Revenue)$717M+36.8%방산 수요 급증 반영영업이익 (Operating Income)$80.1M+142%영업이익률 11.2%순이익 (Net Income)$62.9M+162%순이익률 8.8%잉여현금흐름 (FCF)$48.6M+127%현금 창출력 개선총 현금성 자산$246M-무차입 경영에 가까움부채비율 (D/E)5.7%-매우 보수적인 재무 구조주당순이익 (EPS)$2.40+160%방산 호황 직격 반영주가수익비율 (PER, TTM)35.1x↓ (과거 대비)성장주 중 합리적 밸류주가순자산비율 (PBR)4.6x↑고ROE 기반 프리미엄 존재📌 분석 요약: 전쟁·지정학 불안이 실적에 강하게 반영되었으며, 높은 현금흐름과 낮은 부채 구조는 지속적 투자 매력 보유.2. 🏢 사업 구조 및 성장성사업 부문FY2024 매출 비중성장률 (YoY)비고전술 드론 (Switchblade, Puma)61%+44%우크라이나·이스라엘 등 공급 확대정찰 시스템 (ISR 센서·탑재체)18%+21%AI 기반 센서 시스템 수요 증가무인 항공 관리/분석 소프트웨어9%+35%클라우드 기반 운영관리 강화기타 국방 기술12%+12%R&D 지속 확대📌 분석 요약: 드론이 전체의 60% 이상을 차지하며, 정밀 공격 및 정찰 기술 중심으로 고성장. AI + 자동화 통합 기술력은 미래 성장 여력의 핵심.3. 🏁 경쟁사 비교항목AVAVKratos (KTOS)Boeing DefenseElbit Systems시가총액~$4.8B~$3.5B~$35B~$9.2B매출 성장률+36.8%+13.1%+5.4%+7.8%영업이익률11.2%5.6%7.1%9.3%PER35.1x적자20.5x22.3x부채비율5.7%58.2%77.5%61.0%📌 분석 요약: 성장률과 수익성 모두에서 중소 방산기업 중 최상위권. 고평가 논란에도 불구하고 실적 기반 밸류에이션은 점차 정당화되는 추세.4. 👨‍💼 경영진 및 전략 평가  CEO: Wahid Nawabi, 2016년부터 재임. 기술 중심 전략 추진.   R&D 투자 비율: 매출의 15% 이상을 꾸준히 기술개발에 투자 중.   M&A 전략: Arcturus UAV(2021), Tomahawk Robotics(2023) 인수로 제품군 다각화 성공.   자사주 매입/배당: 현재까지는 없음. 성장 재투자 전략 일관.  📌 분석 요약: 기술 기반 경영 색채가 강하며, 보수적 재무 운영과 공격적 제품 확장 전략의 조화가 특징.5. ⚠️ 리스크 요인리스크 항목설명방산 수요 의존도지정학적 긴장 완화 시 실적 모멘텀 급감 가능성고객 집중도미 국방부/동맹국 비중이 80% 이상으로 정부 예산에 매우 민감기술 유출 및 경쟁 심화드론 기술의 상용화·중국 기업들과의 기술 격차 축소 가능성고평가 우려PER 35배는 미래 실적 둔화 시 밸류에이션 리스크📌 분석 요약: 비즈니스의 상당 부분이 지정학적 이슈에 민감하며, 실적 조정 시 주가 하락 변동성 큼. 민수 부문 확장은 아직 미미.6. 📈 장기 투자 관점 평가  내재가치 추정 (DCF 기준): $140~$155 수준 (현재 주가: $122~$125 → 상승 여력 약 15~25%)   성장 트리거: NATO 수요 확대, AI/자율비행 기술 내재화, NATO 장기 계약   포트폴리오 역할: 방산 + 테크 하이브리드 성장주, 분산 투자 시 비상시 방어적 자산 역할 가능  ✅ 결론 에어로바이런먼트는 방산 기술기업 중 가장 빠른 성장세와 안정적 재무구조를 가진 기업 중 하나입니다. 전술 드론 시장의 1위 사업자 지위와 AI/ISR 기술의 내재화는 중장기적으로 큰 강점입니다. 단기적 고평가 논란이 존재하지만, 내재가치 대비 주가 매력도는 여전히 유지되고 있으며, 지정학적 리스크에 대한 헷지 수단으로 포트폴리오 내에 일정 비중 보유할 가치는 충분합니다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6237844680,[인스타]로메로::맥알리스터야 집에가서 울어라 ㅋㅋㅋ,https://www.fmkorea.com/index.php?mid=football_world&document_srl=6237844680&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=466,텍마로메로,2023.10.01,32136,맥알이 먼저 장난스럽게 선시비 댓글 달긴 함 ㅋㅋㅋ맥알::12명 상대로 이기는 건 원래 그런 거잖아..~둘 다 귀엽네,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061608036,모솔이 사이비종교 여자2명과 소개팅한썰,https://www.fmkorea.com/index.php?mid=humor&document_srl=3061608036&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=181,진티보살,2020.08.28,1772,"다른 지역에 있다가 전주터미널에 도착해서 슬슬 집으로 가려고 길을 가고있는데길가에 피부좋고 중이상은 되는 외모였고  그 2명이 나한테 말을 거는데""혹시 시간되시나요??  얼굴에 복이있으세요~ ""(나는 대학교떄부터 여친을 사귀고 싶어했지만 실패해서 여자친구만들고 싶어서 미친상태였고 경찰학과라 여자랑 접점자체가 없었음)그래서 왠떡이냐 하고 이게 바로 운명인가보다 생각하면서""네^^  감사합니다 흐흐흐흐""학생이냐고 물어길래 ""네 맞아요 ㅎㅎ 혹시 그쪽도 학생이신가요?""물어보니까 ""아 대학생은 아니고요 ㅎㅎ 종교에대해서 공부하는학생이에요 ㅎ""나에대해서 많이 물어보길래 나에대한관심이 많구나 하고 있는데여자들이 "" 더 얘기 하고싶은데 비싼곳은 아니고 편의점가서 조그마한 음료수정도 베풀어주실수있나요??""그러길래 아 이게 바로 인기있는 선배들의 특권인 여자후배들이 선배님 밥사주세요 구나 하고 오케이했음편의점갔는데 그 얼음통이랑  커피랑 분리되어있는 좀 비싼거 사던데  그래도 여자애 2명이랑 언제 얘기하겠나 하고 사줬음그래서 이제 탁자에서 앉아서 슬슬 연애관련 얘기 좀 하려고 했는데갑자기  이야기 종류가 확 달라져버림 자기 부모가 금슬이 안좋아서 맨날 싸우기만했는데 조상에 제사를 지내고 부터 금슬도 좋아지고 가정이 화목해 졌다고함그리고  또 생각나는게 이순신장군이 임진왜란때 왜군들을 하도 많이 죽여서 지금 후손들이 벌을 받고있다고개 헛소리를 하고 있고 제사를 하면 성적도 쑥쑥올라가고 여친도 생길수있다고 하길래""흠.... 좀 위험한데.. "" 생각되어서 이제 슬슬 나가자고 해서 나갔는데 3시간이 지나있음여자들이 공부하는곳에 같이 가자고 함 전주이마트 옆에 있다고 하길래 알겠다고 하고 같이 가고있는데""이건 트집잡고 튀어야겠다"" 생각되서 각을 보고있었는데여자중 한명이 ""저기.. 제사를 지내려면 적당한 정성을 보여주셔야되요""그러길래 얼마냐고 물어봤는데 8만원은 주셔야된다고 하길래이걸로 말트집잡아서 ""아 돈도 내야되요?? 하면서 그냥 저 갈꼐요""했는데""아니요... 충분히 여유가 있으시면 하시라는거에요... 제가 말을 잘못했네 내가 잘못했어""하길래 저그냥 갈게요 하고 튐",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4280233855,"윤석열 ""사주를 알면 내 인생이 보인다""",https://www.fmkorea.com/index.php?mid=politics&document_srl=4280233855&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=243,고동유닉,2022.01.25,222,Video Player  					Video 태그를 지원하지 않는 브라우저입니다. 				        00:00          00:00 / 00:001.00x2.00x1.75x1.50x1.25x1.00x0.75x0.50x0.25x                 찢차차,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
