cafe_name,keyword,title,author,date,views,link,body
레몬테라스,사주,사주나 신점보고 진짜 그대로 된 사람 본 적 있나요,하하하요용,2025.05.26.,0.0,https://cafe.naver.com/f-e/cafes/10298136/articles/33680710?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjMzNjgwNzEwLCJpc3N1ZWRBdCI6MTc2MTYxNDg5NzQ4MiwiY2FmZUlkIjoxMDI5ODEzNn0.88wFntOsCzZGWFESukpVyCzH6nTcukzP-5yFJxiIkqo&page=4,"이전글
다음글
목록
쫑알쫑알 게시판
사주나 신점보고 진짜 그대로 된 사람 본 적 있나요
인기멤버
하하하요용
여신
1:1 채팅
2025.05.26. 03:29
조회 1,664
댓글
0
URL 복사
URL이 복사되었습니다. 원하는 곳에 붙여 넣으세요.
이 글은 검색 비허용 게시물입니다.
게시물을 확인하기 위해서는 가입이 필요합니다. 이 카페의 멤버가 되어보세요.
카페에 가입하면 바로 글을 볼 수 있어요!
301.5만명의 멤버와 함께하는
레몬테라스 [인테리어,리폼,DIY,요리,결혼,육아,커뮤니티]
에
가입해 보세요.
셀프 집꾸미기,인테리어,리폼,diy,요리,결혼,임신,출산,육아,여성,재테크, 커뮤니티, 생활 전반 카페입니다
최근 일주일 동안 634명이 가입했어요
10초 만에 가입하기"
디젤매니아,사주,사주에 이성이,강강약약중중,2022.03.23.,213.0,https://cafe.naver.com/f-e/cafes/11262350/articles/37698273?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjM3Njk4MjczLCJpc3N1ZWRBdCI6MTc2MTU2MjExMDE3NywiY2FmZUlkIjoxMTI2MjM1MH0.GYOnDQizMHLK32OLki57UT-hoicMsWtFGsv68yrB7-Y&page=22,"별로없는 사주도 있나요?
제친구는 외모도 평범한데 주위에
사귀는건아니더라도 여자자체가 많네요"
레몬테라스,사주,외국에서 태어난경우는 사주볼때 한국시간으로 바꿔서보나요?,lliiiiiiillllliliill,2021.07.19.,204.0,https://cafe.naver.com/f-e/cafes/10298136/articles/28030031?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjI4MDMwMDMxLCJpc3N1ZWRBdCI6MTc2MTYxNTExNzMwNSwiY2FmZUlkIjoxMDI5ODEzNn0.gZWUXGH3BLbI6cE1uSg9yQBslhEVNGTSZKpqkKkJKpI&page=33,아니면 외국에서 태어난시간 그대로인가요?
디젤매니아,운세,12월31일 오늘의 운세,처 음 처 럼,2024.12.31.,458.0,https://cafe.naver.com/f-e/cafes/11262350/articles/45139458?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%9A%B4%EC%84%B8&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjQ1MTM5NDU4LCJpc3N1ZWRBdCI6MTc2MTU4NzA4NDAwNSwiY2FmZUlkIjoxMTI2MjM1MH0.XWXwoifVqivODyUEayaQGa92upYCUndbco49NWI-ugs&page=7,[본문을 찾을 수 없음]
레몬테라스,운세,낭만보험이 올려드리는 ﻿오늘의 운세 11월 17일,낭만보험,2022.11.17.,141.0,https://cafe.naver.com/f-e/cafes/10298136/articles/29905023?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%9A%B4%EC%84%B8&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjI5OTA1MDIzLCJpc3N1ZWRBdCI6MTc2MTY1NTU3MzAxMywiY2FmZUlkIjoxMDI5ODEzNn0.q2qNw-5J-ISr3WJA1eogzWW7U7RAeTVD7iCl1KPvYhs&page=4,"오늘의 운세 11월 17일(음력 10월 24일)
쥐
96년생 일 처리를 오전에 행하면 행운이 찾아온다/84년생 친구에게 양보하는 마음을 가지면 재물이 점점 늘어난다/72년생 오전에 금전적 난관을 겪으나 오후에 해결될 수 있다/60년생 익일 사업상 지출이 생길 예정이므로 신중하게 검토하라/48년생 심적 고통이 올 수 있으나 해결되니 걱정하지 마라
소
97년생 계획이 없던 지출이 발생하겠으니 신중하게 검토하라/85년생 재물을 얻을 수 있으므로 하는 일에 조금 더 노력하라/73년생 직장인은 기획한 일로 상사에게 신임을 받는다/61년생 자녀로 인해 집안에 웃음이 가득하고 가정이 행복하다/49년생 생각지도 않던 기쁜 일이 생기니 가정이 행복하다
호랑이
98년생 현실을 바로 보고 노력하면 좋은 결실이 돌아온다/86년생 겉은 화려하나 실속이 적으니 내실을 다져야 한다/74년생 서류상 판단 착오로 손해 볼 수 있으니 신중하게 검토하라/62년생 직장인은 구설수가 있으나 사업가는 재물이 들어온다/50년생 컨디션이 나쁠 수도 있으나 오후에 좋아진다.
토끼
99년생 현재까지 재물을 많이 모으지 못했으나 점점 좋아진다/87년생 고민이 생길 땐 친구에게 조언을 구하면 결과가 좋다/75년생 현재 일에 만족하면서 새로운 일은 조금 더 기다려야 한다/63년생 사업상 계획을 실행할 계기가 마련되고 있다/51년생 심적으로 편안하지 못하였으나 오후부터 좋아진다
용
88년생 내일 지출할 금전적 문제로 고민을 하지만 해결되겠다/76년생 재물이 들어오니 부부 화합에 조금 더 관심을 가져라/64년생 사업상 손해를 볼 수 있으니 가족의 조언을 들어라/52년생 마음이 밝으며 외출하여 지인으로부터 좋은 소식을 듣겠다/40년생 노력에 비해 결실이 적어나 마음은 매우 밝다.
뱀
89년생 재물 집착이 많으나 현실과 맞지 않아 매우 답답하다/77년생 하는 일에 장애가 생길 수 있으니 신중히 검토하라/65년생 사업을 원하면 친구나 가족과 같이 충분히 의논하라/53년생 충동적으로 일을 처리한다면 손해를 볼 수 있다/41년생 걱정하던 문제가 해결되겠으니 염려하지 않아도 된다
말
90년생 업무상 계획한 일이 원활하게 돌아갈 수 있다/78년생 친구와 약간의 오해가 생기지만 시간이 지나면 해결된다/66년생 직장인은 하는 일이 원활하며 사업가는 지출이 생긴다/54년생 좋고 나쁜 일이 교차하니 마음을 편히 가져라/42년생 지출이 생기지만 마음이 상쾌하고 하는 일이 원활하다
양
91년생 기쁜 일이 생겨 친구와 대화하며 즐거운 시간이 되겠다/79년생 업무상 다툼이 예상되니 동료에게 조언을 구하라/67년생 자신감을 가지고 업무에 임하면 좋은 결실을 본다/55년생 노력하고 고생한 보람이 현실로 이뤄지니 길하다/43년생 자녀의 일로 고민하지만 해결되니 걱정하지 마라.
원숭이
92년생 금전적인 이익을 볼 수 있으나 성급한 행동은 자중하라/80년생 이사를 생각한다면 가족과 충분히 의논 후 실행하라/68년생 직장을 옮기고 싶지만 때가 아니니 현실에 만족하라/56년생 고집 탓에 손해를 볼 수 있으니 지인의 조언을 들어라/44년생 가정에 지출할 돈이 있어도 마음은 밝겠다.
닭
93년생 작은 소망은 이뤄지지만 큰 욕심은 버려야 행운이 온다/81년생 새로운 일을 구상 하지만 결정은 미루는 것이 바람직하다/69년생 현실은 불안하지만 조금만 더 노력하면 성과가 있겠다/57년생 가정이 화목하니 어떤 일을 해도 순조롭다/45년생 건강에 문제가 다소 있어 불안하지만 좋아진다
개
94년생 업무상 동료 간에 모든 일 들이 원활하게 이루어진다/82년생 많은 재물 욕심은 시기가 이르니 좀 더 기다림이 필요하다/70년생 부동산 변화는 시기적으로 맞지 않으니 기다려라/58년생 자녀나 주위 사람으로부터 반가운 오후에 소식을 듣겠다/46년생 몸은 바쁘지만 마음이 밝으니 가정이 화목하다.
돼지
95년생 분수에 맞게 처신하면 윗사람들의 신임을 얻는다/83년생 계약은 성립되나 계약을 한 뒤에 다소 후회할 수가 있다/71년생 큰 문제 없이 짜증이 나지만 오후부터 점차 나아진다/59년생 금전 탓에 부부 불화가 생기므로 자금 계획을 검토하라/47년생 없는 근심을 하고 있으니 마음을 비워야 한다
자료 제공 : 김기범교수 인문·地理 연구소 소장"
디젤매니아,사주,"서울 사주, 점집 잘보는곳 아시는분",김사리,2020.03.03.,0.0,https://cafe.naver.com/f-e/cafes/11262350/articles/30305934?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjMwMzA1OTM0LCJpc3N1ZWRBdCI6MTc2MTU2MjE2ODg2OCwiY2FmZUlkIjoxMTI2MjM1MH0.u9pOFIu23aXF_VevShunO4kOXMtBtlIueG7AOtlQ9BE&page=29,"이전글
다음글
목록
■디매인 라이프■
서울 사주, 점집 잘보는곳 아시는분
인기멤버
김사리
새싹간지
1:1 채팅
2020.03.03. 10:40
조회 1,136
댓글
16
URL 복사
URL이 복사되었습니다. 원하는 곳에 붙여 넣으세요.
카페 캘린더 레이어
이 게시글을 카페 캘린더에서 제외하시겠습니까?
확인
취소
>
확인
>
취소
레이어팝업 닫기
카페 캘린더 레이어
이 게시글을 카페 캘린더로 보내시겠습니까?
확인
취소
레이어팝업 닫기
이리 저리 찾아봤는데 다 광고,홍보 같애서 못믿겠네요
형님들이 직접 다녀오신곳으루 잘 부탁 드립니다.
김사리
님의 게시글 더보기
좋아요
1
이 글을 '좋아요'한 멤버 리스트
댓글
16
공유
신고
클린봇
이 악성 댓글을 감지합니다.
설정
댓글
등록순
최신순
새로고침
신발놈
이시국 대군데 전화 상담 되요 원하시면 쪽지주세요 ㅋㅋ
2020.03.03. 10:42
0
김사리
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ점도 근데 전화로 볼수 있나요?
2020.03.03. 10:44
0
신발놈
김사리
네 ㅋㅋ 근데 남잔 잘맞추고 여자는 잘 못맞추더라구요
2020.03.03. 10:44
0
김사리
신발놈
아항 두분이서 보시는군요!
2020.03.03. 10:45
0
신발놈
김사리
아뇨 그분이요 ㅋㅋㅋ 1분이세용
2020.03.03. 10:45
0
슈퍼존시나
저두 알려주세요^
2020.03.05. 22:56
0
돈까스까스뿅
쪽지 보냈는데 확인 부탁드립니다!
2020.03.16. 19:48
0
삭제된 댓글입니다.
김사리
알려주세용!
2020.03.03. 10:52
0
코랑ㅇ
저두용
2020.03.03. 11:07
0
야옹이뭐하노
저도 부탁드려요^^
2020.03.03. 14:02
0
슈퍼존시나
저도 알려주세요
2020.03.05. 22:56
0
듀스바12
저도 쪽지 부탁드려요~
2020.03.06. 00:41
0
우마이상
저두 알려주세요!
2020.03.08. 21:42
0
돈까스까스뿅
쪽지 보냈습니다.
2020.03.16. 19:46
0
우유치즈
저두 늦엇디망 혹시 알려주실수 있으실까요?
2020.05.03. 13:59
0
하얀사이다
여기로컴온요 ㅎㅎ
https://open.kakao.com/o/syXVYg0b
2020.03.05. 10:13
0
지금 가입하고 댓글에 참여해보세요!
목록
TOP
'
사주
'
검색결과
이 카페 글
요즘사람들은 종교도 안믿는데 위기때는 어디서 위안을 찾나요?
댓글
[2]
탐욕무지쾌락의고통
00:10
사주
팔자 참 신기한거같아요…
댓글
[20]
블루린
2025.10.27.
확실히 삶의 희망이 하나씩 있어야 세상살맛 나는듯요.
댓글
[3]
편의점전문가
2025.10.27.
개명하고 인생 좀 나아진분 있나요?
댓글
[3]
거북이돌고래
2025.10.25.
이런 경우 부부공무원이 꿀리나요?
댓글
[17]
가가가가가방
2025.10.25.
페이징 이동
1
2
3
4
5
전체 카페 글
챗gpt
사주
타로 구독료!
댓글
[2]
2025.10.20.
부산
사주
보면서 느낀 점
댓글
[10]
2025.10.21.
사주
를 아는 게 독이 될 때 2
댓글
[74]
2025.10.22.
임신
사주
로 시기 볼 수 있나요
댓글
[16]
2025.10.19.
신점
사주
내돈내산 후기!
댓글
[16]
2025.10.27.
페이징 이동
1
2
3
4
5
●디젤매니아● 대한민국 일등 패션 커뮤니티 디매인 DMAIN
패션인들의 일상 공유 커뮤니티 - 패션 직구 여행 헬스 뷰티 연애 음악 영화 일상 사회생활 경험공유.
멤버
1,148,586
명
카페 가입하기"
레몬테라스,사주,서울 궁합 사주 진짜 소름끼치는곳 알려주세요.,긍정인생,2022.12.07.,733.0,https://cafe.naver.com/f-e/cafes/10298136/articles/29991073?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjI5OTkxMDczLCJpc3N1ZWRBdCI6MTc2MTYxNTA2NzI4NCwiY2FmZUlkIjoxMDI5ODEzNn0.Fgn9jsCfQsdA8e1Hr8B0PrE3s3JX3ZtXs-sWsbQSovk&page=26,"결혼전 경복궁역쪽에 진심 소름끼치던 분이 계셔서 그 분 다시 찾아가려했는데 돌아가셨어요 ㅠㅠ
진짜 생시만 던져드렸는데 과거일 닭살돋게 잘 맞았는데..
그당시 알려주셨던 미래일들도 지금되고보니 다 맞았어요 휴..
이런거 의지하지마라 이런말 댓글 다실분들 말고요..
사람마다 생각은 다른거니 가르치시지 마시구요..꾸벅.
겪어보신 곳중 추천하실만한곳 꼭 부탁드려요
​
​
​"
디젤매니아,사주,남자 사주 봐주세요,삼성팬버스기사,2024.03.23.,339.0,https://cafe.naver.com/f-e/cafes/11262350/articles/43574651?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjQzNTc0NjUxLCJpc3N1ZWRBdCI6MTc2MTU2MjAwNzg2NiwiY2FmZUlkIjoxMTI2MjM1MH0.6u33KimFQybkz1iPvDLv_gYu3ftdL-achuLpQ1GkFhs&page=9,​
레몬테라스,운세,운세는 음력으로 보나요?,hrtg,2024.07.11.,185.0,https://cafe.naver.com/f-e/cafes/10298136/articles/32405206?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%9A%B4%EC%84%B8&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjMyNDA1MjA2LCJpc3N1ZWRBdCI6MTc2MTY1NTU2MDU2NywiY2FmZUlkIjoxMDI5ODEzNn0.AdJy8sJdPJmmvpa4Z8d-TKdhiO-Xu8GFrrPO6SWScRk&page=2,네이* 무료운세는 음력을 말하나요?아님 양력을 말하나요?
레몬테라스,사주,사주나 신점... 얼마나 믿으시나요?,꼬꼬떼떼,2020.09.14.,788.0,https://cafe.naver.com/f-e/cafes/10298136/articles/26888035?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjI2ODg4MDM1LCJpc3N1ZWRBdCI6MTc2MTYxNTE1OTExMCwiY2FmZUlkIjoxMDI5ODEzNn0.MUZnA33fLlJkCxGRKIGQiJk4ljcQHNsSdkWjzs3c1Sg&page=38,"이전글
다음글
목록
쫑알쫑알 게시판
사주나 신점... 얼마나 믿으시나요?
인기멤버
꼬꼬떼떼
여신
1:1 채팅
2020.09.14. 12:51
조회 788
댓글
0
URL 복사
URL이 복사되었습니다. 원하는 곳에 붙여 넣으세요.
카페에 가입하면 바로 글을 볼 수 있어요!
301.5만명의 멤버와 함께하는
레몬테라스 [인테리어,리폼,DIY,요리,결혼,육아,커뮤니티]
에
가입해 보세요.
셀프 집꾸미기,인테리어,리폼,diy,요리,결혼,임신,출산,육아,여성,재테크, 커뮤니티, 생활 전반 카페입니다
가입하면 1,471.8만개의 글을 볼 수 있어요
어제 8.5만명이 방문했어요
최근 일주일 동안 634명이 가입했어요
10초 만에 가입하기"
레몬테라스,사주,사주 같은거 믿으시나용?,두리뭉실이야,2022.08.29.,214.0,https://cafe.naver.com/f-e/cafes/10298136/articles/29584777?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjI5NTg0Nzc3LCJpc3N1ZWRBdCI6MTc2MTYxNTA3NDI4NywiY2FmZUlkIjoxMDI5ODEzNn0.wqUqnUI6Vzprd7iBP884yGQJaqQv9ELrGY_Cot5tCj8&page=27,"사주 같은거 믿으시나용?
저는 1년에 한번 정도는 보는데 ㅠㅠ
정말 말이 다 다르더라구요ㅋㅋ
제가 못 보는 곳에 간건지
보통 사주는 어느 정도는 비슷하다곤 하던데"
레몬테라스,사주,사주로 진로 정하시는 분 있나요?,아름다운햇빛,2025.01.14.,257.0,https://cafe.naver.com/f-e/cafes/10298136/articles/33174260?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjMzMTc0MjYwLCJpc3N1ZWRBdCI6MTc2MTYxNDkyNzkzMiwiY2FmZUlkIjoxMDI5ODEzNn0.AmCgCJsmHxLTelIBBGHu3BNavIrSoEKIGvSC6evD9sY&page=8,"아이가 아직 꿈이 없어서 뭘 해야할 지 모르겠다고 고민하니까
친한 언니가 사주를 한번 봐보라고 하는데
사주로 진로를 정한다니 그게 무슨 소리인가 싶기도 하고
그냥 참고만 해도 괜찮지 않을까 생각도 드는데
아이들 사주 보신 분은 실제로 어땠는지 궁금하네요"
디젤매니아,사주,사주를 왜보는건가요???,초보에욤,2022.04.10.,335.0,https://cafe.naver.com/f-e/cafes/11262350/articles/37862145?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjM3ODYyMTQ1LCJpc3N1ZWRBdCI6MTc2MTU2MjEwMDc5NCwiY2FmZUlkIjoxMTI2MjM1MH0.gpwLTDYUz6RA-1raUrvlRst6R-ikXvKk1eRj9ogRfzU&page=21,"저는 처음에 사주라는것도 그냥 오늘의운세마냥 재미로 보는건줄 알앗는데 성별논쟁 일반화 하려는게 아니고 유난히 여자들이 사주를 진짜 진심을 담아서 믿는사람이 많던데
​
뭐 실제로 과학적인 근거라던가 믿을만한 이유가있나요? 제가 사알못이라 사주의원리를 모르고잇는거라면 설명좀 제발
​"
레몬테라스,사주,얼마전에 제가 사주를 봤는데 이걸 믿어야할지 ...ㅎㅎ,거품버블,2024.01.24.,258.0,https://cafe.naver.com/f-e/cafes/10298136/articles/31715940?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjMxNzE1OTQwLCJpc3N1ZWRBdCI6MTc2MTYxNTAwMDc3NCwiY2FmZUlkIjoxMDI5ODEzNn0.uPKI4GwW3lZo1KcG7kNPrk1MlA4KEWCPXzRzU8_2LRU&page=17,"너무 좋게만 이야기하니까 오히려 못 믿겠어요ㅎㅎㅎㅎ
제 기준에서는 말도 안되는 일을 실현가능하다고 이야기해주고 제시해주니....물론 인생은 모르는거라지만 지금의 제가 볼땐 너무 황당하기짝이 없는 이야기에요
​
그게 일어날거라니까 안 믿기고 돈 날린 기분도 좀 들고ㅎㅎㅎㅎ
사주 믿지도 않지만 그냥 신년기념으로 조언 좀 듣고싶어 들어봤는데 좋다니까 기대하며지내야할까봐요 ㅋㅋㅋ"
디젤매니아,사주,왜 사람은 잘 알지도 모르는 사람한테 첫인상으로 평가받기 싫어하면서 돈 주고 사주를 보러다닐까여 ㄷㄷㄷㄷ,홍상수,2024.12.30.,170.0,https://cafe.naver.com/f-e/cafes/11262350/articles/45136290?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjQ1MTM2MjkwLCJpc3N1ZWRBdCI6MTc2MTU2MTk3Mjg4MSwiY2FmZUlkIjoxMTI2MjM1MH0.k_uLi9cLOjgAxNqytt3sdLnmxvcq9rJv-_BtHqMgNO0&page=4,그게 바로 사주 아주머니들의 힘인가여 ㄷㄷ
레몬테라스,사주,안양 사주 보는곳,핑키테라스,2021.05.04.,127.0,https://cafe.naver.com/f-e/cafes/10298136/articles/27760705?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjI3NzYwNzA1LCJpc3N1ZWRBdCI6MTc2MTYxNTEyNTE4MCwiY2FmZUlkIjoxMDI5ODEzNn0.GO5DwDaEooCAg_-L9M05Q0xAknBxEKkW2G3FWP1H8Yk&page=34,"이전글
다음글
목록
▶보관게시판(일반글)이동금지
안양 사주 보는곳
인기멤버
핑키테라스
여왕
1:1 채팅
2021.05.04. 11:23
조회 127
댓글
0
URL 복사
URL이 복사되었습니다. 원하는 곳에 붙여 넣으세요.
멤버에게만 공개된 게시글입니다.
301.5만명의 멤버와 함께하는
레몬테라스 [인테리어,리폼,DIY,요리,결혼,육아,커뮤니티]
에
가입해 보세요.
셀프 집꾸미기,인테리어,리폼,diy,요리,결혼,임신,출산,육아,여성,재테크, 커뮤니티, 생활 전반 카페입니다
가입하면 1,471.8만개의 글을 볼 수 있어요
어제 8.5만명이 방문했어요
최근 일주일 동안 634명이 가입했어요
10초 만에 가입하기"
레몬테라스,운세,재미로 보는 오늘의 운세 7일 금요일,오호라오호라,2022.01.07.,238.0,https://cafe.naver.com/f-e/cafes/10298136/articles/28678887?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%9A%B4%EC%84%B8&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjI4Njc4ODg3LCJpc3N1ZWRBdCI6MTc2MTY1NTU5MDQxNiwiY2FmZUlkIjoxMDI5ODEzNn0.jvxxFWlhoL4JDhbtUX2-CEr3JTB4k9lclWbMz512evY&page=6,"오늘의운세 띠별운세 1월 7일 금요일 금전지수
#오늘의운세 #띠별운세 #금전지수 오늘의운세 띠별운세 금전지수 2022년 1월 7일   [음력  12월  5일]  일...
m.blog.naver.com"
레몬테라스,사주,마인크래프트 책을 사주니까 책을 읽네요,만두야만두먹어야지,2023.02.24.,182.0,https://cafe.naver.com/f-e/cafes/10298136/articles/30331643?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjMwMzMxNjQzLCJpc3N1ZWRBdCI6MTc2MTYxNTA1MjEzMiwiY2FmZUlkIjoxMDI5ODEzNn0.esx9wuJIo6L8OI7q0016OiHWYpUS36hfA5nnCM-FzO0&page=24,"큰애..ㅋㅋ 마인크래프트 책을 사주니까 책을 읽네요^^ㅋ
이렇게라도 책을 읽었으면 하는 엄마의 마음을 알아주려나요ㅋㅋㅋ
마크 게임을 워낙 좋아하는 애라..
마인크래프트 대혼돈의 무법지대 표지 보자마자 이거다 싶더라구요
게임책이래도 글밥도 많고 내용도 흥미진진한듯해서 만족해요
새로운 환경에 적응해나가는 주인공을 보면서
자기 새학기 시작하는 모습이 떠올랐나봐요ㅋㅋ
나도 이래야지!! 하면서 공감하는거보니 기특했어요
​"
